Q	A	label
존나,깜짝	존나 다른집이 보면 깜짝놀라겠네	0
과외,선생,카페,지랄	과외선생이 올땐 카페로 내쫓더니 2시간만 방에 있어도 개지랄하더니~~~ 남 6시간동안 방에 쳐박혀있는건 되고?	0
딸년,감정,쓰레기통,시발	딸년이라고 좋다꾸나 감정쓰레기통 ㅋㅋㅋㅋ 시발년	0
부모	부모가 찐따 ㅋㅋㅋㅋㅋ	0
사람,무슨,늙은이,주제	새 사람은 무슨 ㅋ 늙은이 주제에	0
진짜,시발,어디	진짜 시발 어디까지 원하는거야	0
시발,시발,진짜	내가 시발 내가 시발 진짜..	0
효자,시발,진짜	이게 효자의 삶이다 시발진짜	0
저딴,부모	왜 저딴게 부모야	0
사회,제발,이나,시발,사람,발목,잡지	사회성 딸리면 제발 작은일이나 하면서 살아 시발 산 사람 발목잡지말고	0
건가	시녀라도 되길 원하는건가	0
어차피,생각,결론,어서,존나,사람인,개좆	어차피 썩어빠진 뇌에서 이리저리 생각하다가 지 좆대로 결론지어서 씨부릴거면서 존나 대단한사람인양 구는거 개좆같네	0
자기	자기만 힘든게 아닌데 짜증난다	0
주기,상대	내가 받아들여주기만을 바라는거야? 상대가 좆같은거 뻔히 보이는데 그걸 내가 받아줘야하냐고 미친년아	0
로남불,비위	왜 내로남불처럼 비위맞춰주길 바라는건데	0
실험,표본	난 실험용 표본이니?	0
소원,전능,현실,개중,하나	신이 있으면 2020년 안에 제 소원 좀 들어주세요 전지전능 하다며 어려운거 아니잖어 전에 빈거보다 더 현실성 있잖아요 두개중에 하나만요	0
자꾸,자극,정말	자꾸 파고들려고 하고 자극하고 난 정말 미치겠다고	0
인간	나는 읽기 쉬운  인간인걸	0
상처,치유,방법	상처를 치유시켜주는 방법은 모르는뎅..	0
시험	나를 시험한 너네들이지	0
이해,구태여,설득	이해받고 싶지않고 구태여 설득하고 싶지않고 매달리고 싶지않아	0
무엇,무엇,정의,무엇,판단,그게,결과,인연,인생	무엇을 진지하게 받아들이고 무엇을 정의내리고 무엇을 판단했는지는 모르지만 그게 어떤 결과로 이어지든 인연이고 인생이니까 그래 너도 잘 지내	0
감정	내감정을 내가 몰라	0
이제	이제 늦어도 너무 늦은거같지만 너도 행복하게 잘살아	0
다시,신뢰	좋은 일이 생겨서 다시 신뢰를 회복하길 바래	0
예정	한 달 지나면 집에서 없을 예정 ㅇ	0
종마,자살,지랄,제발,세상,제발	애미뒤진 관종마냥 나 자살해? 말아 이지랄 그만하고 제발 저세상 제발!	0
인터넷,쇼핑	인터넷 쇼핑할거야	0
우리,할아버지	우리 할아버지 내게 다가와~~	0
연결,망상장애	다 연결짓고 싶어집니다 망상장애입니다ㅜㅜ	0
마지막,새끼	나는 마지막까지 애새끼	0
생사람,사람,인지	생사람 욕을 어떻게함 내가 아무리 돌았어도 님이 그 사람 아닌건 인지가능함	0
거꾸로,생각,그거,시간,동안,한번,다른,사람	거꾸로 생각해봐 네가 힘들때 더 힘들게 한거 너는 어땠어? 너는 그거보다 더 잔인하게 내가 죽어가는 것도 그 긴시간동안 한번도 안 돌봐줬는데 다른 사람은 맨날 챙기잖아	0
어째서	어째서 왜 더 아픈거지..?	0
그냥,마음,하나	다 빡쳐 그냥!!!!!!!!!!! 마음에 드는게 하나도 없다	0
현실,실제,대상,가지,온갖,소설,망상,자기	현실에 있지도 않은일 있지도 않고 실제로는 만나지도 않는 대상가지고 온갖 소설쓰고 망상하면서 화내는게 뭐!!!!!!!자기들이 뭘 알아!!!!!	0
다음생,이상	슬프다 다음생엔 165이상으로 태어나게 해달라고 빌어야지	0
피해,만주,하니,나중,인지	피해만주고 남 답답하게 하니 ㅈ같네 그걸 나중에 가서야 인지하는것도 ㅈ같다 빨리 뒤졌으면	0
와플,별로	걔는 와플 별로 안좋아해도 같이 먹어줬는데	0
자살,걱정,서울,부산,새끼,협박,무시,전남친,사람,한소리	지 자살뛴다고 걱정되서 서울에서 부산간 새끼 버리고 살자협박무시하고 뒷담까던 전남친한테 돌아간사람이 한소리임ㅋㅋㅋ	0
마심	술 왜 마심 ㅅㅂ	0
감성,팔이,명언,이유,종교,스님,목사,이유,신부	감성팔이 명언충 싫어하는 이유야 종교충이지만 스님목사한테 안 가는 이유야 신부는 몰라	0
매일,기도	무사히버티기를 매일 이리 기도하는것도 힘들다	0
우리,모두,화이팅	우리 모두 화이팅	0
인간,대의,도래	인간시대의 끝이 도래했다	0
진짜	진짜 한 말 지키고 잘게	0
기분	토할것같은 기분이야	0
라그,역시,기부,리지	또 사무치게 외로워질라그래 역시 괜한 오기부리지말고 약먹고 자야겠어	0
삼십분,차마,보고,안대,오늘	딱 삼십분만 차마보고 안대면 오늘까지만 약머거야지 ㅜㅜ	0
해도,쌍수,정색,전형,한국인,프로필,가면,야동	꼴리려고 해도 하나같이 쌍수하고 ㅆ정색한 게 전형적인 한국인 프로필 가면 쓴 거 같아서 더는 안 꼴림 야동 봄	0
선배,계속,맞춤법	선배 한두번도 아니고 계속틀리는거보면 모르시는거같은데 맞춤법 좀 지켜주세요	0
큰일	잠이안와 나 큰일난것가틈	0
존나,하루,종일,남자,얘기,섹스,얘기,병신,지능,낭비,재미,몰입,기분	하 존나 맨날 하루종일 남자얘기 섹스얘기 병신들한태 지능낭비는 기빨려 ㅜㅜ 재미는 있는데 쓸데없는거에 몰입하는 기분이 불쾌해	0
졸업,애할랭	졸업전까지만 애할랭	0
일도,정도	해야할 일도 못 할 정도로	0
요거트,발음,요거트,발음,오빠,삼일,요거트	써리원요거트라 발음 안하고 삼일요거트라 발음해서 오빠가 놀려댄 31(삼일아님)요거트	0
죄책감,때문,마음	좋으면서도 느껴지는 죄책감때문에 마음이 불편하네 	0
그게	그렇다면 그게 맞다고치자 	0
사람,미움	내가 싫어하는사람도 날 좋아하면좋겠어 미움받기싫어	0
오늘,물어,보고,금방,내일	싫어할수도 있으니 오늘은 물어만보고 금방 잘게요 내일 알려줘	0
가족,데리,뷔페	가족들 데리고 뷔페는 가보고싶다	0
당근,양파,생크림,감자	당근 양파 생크림 감자	0
레슨,총총,못정했늠데	레슨도 받아야하고..., 총총 곡도 못정했늠데 	0
냉장고,카레	냉장고에 있는 매운맛카레	0
유령,도깨비	유령일거같애 ... 도깨비 아니야??  	0
박스,안애,사랏	박스안애 나는 주것게 사랏게 	0
일단,가짜	일단 늘 웃고다니면 그건 가짜	0
사람	사람이 천천히 망가지는거	0
자극,이기만,노잼	자극적이기만 하고 ㅈ노잼	0
홧김,몀좋겡	취해서홧김에 뛰어내렸으몀좋겡다	0
언론,페미	언론에 페미좀 풀지마라 ㅡㅡ	0
나야	조용히 살자 나야	0
행복	작은 행복이 있다는걸 아는 한 다시는 가라앉지 않을거야	0
당신,마지막,기억	당신의 마지막 기억은 내가 되겠지	0
누가,자꾸,기분	누가 자꾸 날 외롭히는 기분들어 'ㅡ	0
그게,외로워	그게 더 외로워서 좋다해야대낭 ㅎㅎ	0
편지,용서,당신,주소	PS: 이 편지를 부치지 않은 것을 용서해줘. 나는 당신의 새 주소를 알지 못하는 걸.	0
여름,겨울,지랄,지랄	근데여름대면 또 겨울에한다고 지랄지랄할듯........	0
닥터스,트레인,보기,루햇스,면소	닥터스트레인지 같이보기루햇스면소 골골송부르네 	0
공부	7시부터 밀린 공부하기	0
칭칭,목도리,도마뱀,된거	목에 팔 칭칭감아서 안아주니까 목도리 도마뱀 된거같음	0
이상	그치만 더이상 아프고싶지않아	0
일본,신문,시체,사진,그대로,실어	일본 신문인데 시체 사진 그대로 실어놓음	0
가장	가장 덜비참한게 다끝내는건데..	0
위장	먹는 건 좋아하는데 먹고 나면 위장이 너무 쓰리니까 먹지를 못하겠어	0
사람,사이,존재도	사람들사이에서의내존재도	0
선택,기적,해소,방법,택했	내 선택이니까 그래서 이기적인 해소방법을 택했네	0
그것,책임,스스로,사과,또한,무언,동의,생각	흔들렸다면 그것도 너의 책임이야 난 스스로가 견딜 수 없어서 사과했지만 너 또한 무언의 동의를 한 것이 아닌가 생각했지	0
기분,계속,런가	기분계속안좋아서그런가	0
공존	둘다 공존했던 거니깐 	0
사과,자신,에게해,처음	너를 위한 사과는 자신에게해 나는 그런거 처음부터 필요없었어 	0
현실,정신,세계	나의 몸은 현실에 정신은 나만의 세계에 그래서 몸에 갇힌 내가 슬퍼 안타까워 이러나 보다	0
해도,해도,언어	말과 글이 아니라 선이라 해도 색이라 해도 그건 언어지	0
연대,위해,신뢰,절대로	연대를 해야하고 그러기 위해선 신뢰를 얻어내야 하고 절대로 깨뜨려선 안된다	0
혼잣말	혼잣말한것과 같다 	0
극단,자기,자신,완벽,계속,연구	극단적이지 않기 위해서는 자기자신을위한 완벽을 계속 연구해야한다	0
필요	알려고 할 필요가 있을까 	0
절대,혼자,수도	절대 혼자서는 느껴지지 않고 알 수도 없는 것들 	0
기분	너의 기분이 어떤지 알고싶어	0
사실,한번,계속,생각,수도	사실 수백번 수천번 죽었었는데 단 한번도 못느끼고 계속 죽고싶단 생각만 하고있는걸수도 있잖아 	0
자괴,희망	자괴감만들고죽고싶고희망없는대	0
병신,병신,병신,병신,병신,병신,병신,병신,병신,병신,병신,병신,병싱,병신,병신,병신,병신,병신,병신,병산,병신,병신,병신,병신,병신,졍신,병신,병신,신병,신병,신병,병신,병신,병신,병신,병신	병신병신병신병신병신병신병신병신병신병신병신병신병싱병신병신병신병신병신병신병산병신병신병신병신병신졍신병신병신졍신병신병신병긴병신병신병신병신병신	0
장난	신이 장난치는거겠자	0
사랑	너를 사랑하지말란법 있을까 	0
때문	너때문에 아랫층에서 올라왔어 	0
바퀴,진짜	어떻게 네바퀴를 더돌으라고하지 진짜 죽일셈이니	0
떡볶이,자해	떡볶이로 자해할거야 	0
공중,제비,바퀴	공중제비는 이미 두바퀴나돌았고.. 미치겠다	0
스트레스	고마워 나에게 스트레스를 줘서	0
근육통,배달	근육통도 옴 배달받고 자야지	0
계속,희롱,잘못,생각,웃기	엿들은거 계속 티내고 희롱해놓고 지들 잘못 아니라고 생각하는거 웃기네 맞고싶나 저것들이	0
어제,오늘,그저께,무게,여기,통해,이타,이진	어제오늘그저께 빼지 않았는데 너무 힘들더라 삶의 무게가 느껴져서 괴로웠어 여기서 더 해야 통해 그래서 이타적이진 않아도 그러진 말아야 겠어	0
일말,감성,기절,오늘,순간,만큼	일말의 감성없이 기절할 것 같다 오늘 적어도 그 순간 만큼응 열심히 했다	0
두바이,왕족,허무맹랑,그냥,애비,일찍,홀애,미자,공장장,계장,개업,정도	두바이 왕족같은 허무맹랑한 꿈은 안 꿔도 그냥 애비가 일찍 디져서 없는 홀애미자식이나 고아였으면 공장장이나 5급계장이나 동네개업의 정도는 하고 살고 있었을 건데	0
시발,인류,전부	걍 시발 인류가 전부 다 뒤졌으면 좋겠다.	0
생각,어연	라고생각한게 어연 2년째	0
혼자,영종도,청승	혼자 영종도 가서 청승이나 떨고와야지...	0
혼자,영종도,청승	혼자 영종도 가서 청승이나 떨고와야지...	0
바보	나는 바보가 되고 오글거리는 말을 뱉어내면서도 기뻐서 어쩔 줄을 모른다. 	0
수준,보이	네 수준이 낮아보이고 그런 너를 좋아한 게 부끄러워	0
여기,산길	여기말고 서산길에서..	0
지능,흉내내,궁예	괜히 고지능자 흉내내겠답시고 궁예질하지 좀 말고	0
진짜,만하	진짜 비참하기만하네	0
인간성,이해,포기	너의 인간성을 알고 이해하기를 포기했어	0
대우	어떤 대우를 받을지는	0
애정	그런 애정이 남아있질 않아	0
사랑,사랑,사랑,상대	솔직히 사랑해보다 보고싶다가 더 좋지않나? 사랑하지 않아도 사랑한다고 말 할 수 있지만 보고싶지 않은 상대한테 보고싶다고는 안하잖아 그니깐 보고싶다고 말 좀 해보라고 	0
언제	언제쯤 행복해질까 사랑받고싶다	0
사촌,기네,간다,대학,그때,대화,그대로,새벽,전화	사촌 개웃기네 내가 전에 간다했던 대학이나 그때 나눴던 대화 같은거 그대로 다 글에 적어놓고는 아니래 지가 적은거 새벽에 전화까지 해놓고	0
도청기,정신병	내 귀에 도청기급 정신병 걸린 년	0
사람,인생	그래도 사람믿고 살아가는 인생이다	0
계속	계속 보는 나도 미친거같고	0
그림	그림말고는 아무것도 할줄몰라	0
인생,잠깐,사람	인생 잠깐 즐기려고 사람만나는 것 뿐이니까	0
사고,정지	입을 쩍 벌리고 사고정지	0
진짜	이러면 나는 진짜 돌아버릴거 같아	0
그냥	잘 모르겠다 나는 너에게 그냥 우습거나 뭐 그런거	0
그냥	너도 잘 알지 아무것도 아닌 그냥 그런거	0
무슨,소용	그래 이런게 무슨 소용이냐	0
거짓말,사람	거짓말 뿐인 사람에게 왜 내가 던지는 칼은 그렇게 솔직하게도 날카로울까	0
인간,감정,행동	인간같지않은 네 감정과 행동말이야	0
문제	문제가 있으시네요	0
진짜진짜,이틀,하루,종일,기분,다시,질투,무슨,소용	진짜진짜 좋다고 해서 한 이틀은 하루종일 기분이 좋았는데 다시 가라앉았어 질투해봤자 무슨 소용이 있어 넌 아무말이 없는데	0
이제,시간	이제는 그립지도 않을 시간	0
이유	이유 없이 두려워	0
혹사	혹사시켜거 미안해 앞으로 매운 거 안 먹을게	0
그냥	할것도 없다 그냥미안하다	0
진짜,개밖,대갈	진짜 개밖대갈년...ㅠㅠ	0
무슨	무슨 짓을 하고 다니는거냐?	0
애니박스,극장판,밋음	애니박스에서짱구극장판하는거준나재밋음	0
언제,하노	언제까지 살아 있어야 하노  사는ㄱ ㅔ 귀찮다	0
상처,면역	말로는 상처를 많이 안받아봐서 면역력이 없어	0
고통	이 고통에서 벗어날수만 있다면	0
친구	친구 못사귀는구나	0
생활,패턴	12월 전까진 생활패턴 돌려놔야하는데 힘들다	0
하자	할 거면 낮에 하자 밤에 하면 잠이 안 온다	0
뭔가,자동	뭔가 자동적으로 그럼 낮에는 잘 안 그러는데	0
항상,하나	항상 있어야 하나봐 난 니가 너무 싫은데 너 없이 살고 싶다	0
모두	모두 때려치우면 뭐가 남는거지	0
도배	더 열심히 도배하고싶다	0
고요한,구나,달밤,고요한	크 달다  고요한 밤이 구나 달밤에 비친 고요한 밤	0
카운트,다운	카운트 다운 ON!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	0
지금,출발,거기,이제,가야,겸허	지금 출발한다  나는 거기에 서 있다  이제는 가야 할 때  겸허히 그리고 조용히	0
